tokens,ner_tags,sentence_label
"['About', '1,000', 'people', 'have', 'been', 'killed', 'in', 'Egypt', 'since', 'Islamic', 'militants', 'took', 'up', 'arms', 'in', '1992', 'in', 'an', 'attempt', 'to', 'overthrow', 'the', 'government', 'and', 'set', 'up', 'a', 'strict', 'Islamic', 'state', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",0
"['Blackburn', '2', '(', 'Warhurst', '34th', ',', 'Bohinen', '51st', ')', '.']","[3, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1
"['Vac', '0', 'Vasas', '1']","[3, 0, 3, 0]",1
"['CHARLESTON', ',', 'S.C.', '1996-08-29']","[5, 0, 5, 0]",4
"['Margaret', 'McCullough', ',', '55', ',', 'was', 'found', 'dead', 'in', 'her', 'home', 'on', 'Saturday', 'with', 'gunshot', 'wounds', 'to', 'the', 'head', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Belgian', 'police', 'arrest', 'detective', 'in', 'Dutroux', 'affair', '.']","[7, 0, 0, 0, 0, 1, 0, 0]",0
"['ATLANTA', '81', '48', '.628', '-']","[3, 0, 0, 0, 0]",1
"['More', 'than', 'a', 'dozen', 'people', ',', 'including', 'several', 'police', 'who', 'were', 'working', 'undercover', ',', 'were', 'wounded', 'in', 'the', 'attack', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['--', 'Singapore', 'Newsroom', '(', '+65-8703086', ')']","[0, 3, 4, 0, 0, 0]",4
"['For', 'Sept', '20', '-', 'Oct', '10', ':', '19,500', 'of', 'DNS', 'at', '$', '212.25', ',', '10,000', 'of', 'HRW', 'at', '$', '204.74', ',', '4,500', 'of', 'WW', 'at', '$', '199.71', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['--', 'Philip', 'Blenkinsop', ',', 'Amsterdam', 'newsroom', '31', '20', '504', '5000']","[0, 1, 2, 0, 5, 0, 0, 0, 0, 0]",4
"['PSV', 'Eindhoven', '1', '1', '0', '0', '4', '1', '3']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Brazil', ""'s"", 'Eletropaulo', 'names', 'new', 'president', '.']","[5, 0, 3, 0, 0, 0, 0]",2
"['BEIJING', '1996-08-27']","[5, 0]",0
"['(', 'Switzerland', ')', '6-3', '3-6', '7-6', '(', '8-6', ')']","[0, 5, 0, 0, 0, 0, 0, 0, 0]",1
"['Manchester', 'City', '3', '1', '0', '2', '2', '3', '3']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",1
"['Bank', 'of', 'New', 'Zealand', 'said', 'on', 'Thursday', 'it', 'was', 'cutting', 'its', 'fixed', 'home', 'lending', 'rates', '.']","[3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Willem', 'II', 'Tilburg', '0', 'Fortuna', 'Sittard', '1']","[3, 4, 4, 0, 3, 4, 0]",1
"['RICHMOND', ',', 'Va', '.']","[5, 0, 5, 0]",0
"['Junior', 'Nationalist', 'members', 'of', 'Romania', ""'s"", 'ruling', 'coalition', 'called', 'on', 'Tuesday', 'for', 'the', 'impeachment', 'of', 'President', 'Ion', 'Iliescu', 'for', 'backing', 'a', 'friendship', 'treaty', 'with', 'neighbouring', 'Hungary', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0]",0
"['They', 'were', 'put', 'on', 'microfilm', 'about', '30', 'years', 'ago', 'through', 'a', 'grant', 'from', 'the', 'United', 'Daughters', 'of', 'the', 'Confederacy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0]",4
"['Add', 'Division', 'two']","[0, 0, 0]",4
"['BUDAPEST', '1996-08-23']","[5, 0]",0
"['Deputy', 'Secretary', 'of', 'State', 'Strobe', 'Talbott', 'flew', 'to', 'Ottawa', 'on', 'Monday', 'to', 'meet', 'his', 'Russian', 'counterpart', 'and', 'discuss', 'a', 'range', 'of', 'bilateral', 'and', 'European', 'security', 'issues', ',', 'the', 'State', 'Department', 'said', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 5, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 4, 0, 0]",0
"['The', 'man', 'has', 'been', 'charged', 'with', 'dangerous', 'driving', ',', 'coercion', 'and', 'threatening', 'behaviour', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Bamerindus', 'declined', 'to', 'comment', 'on', 'negotiations', 'being', 'held', 'with', 'the', 'Central', 'Bank', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]",2
"['SYDNEY', '1996-08-23']","[5, 0]",0
"['Concern', 'centred', 'on', 'the', 'currency', 'markets', 'since', 'Rubin', ""'s"", 'tour', 'de', 'force', 'has', 'been', 'his', 'unflagging', 'support', 'of', 'the', 'dollar', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['(', '$', '1', '=', '8.3', 'yuan', ')']","[0, 0, 0, 0, 0, 0, 0]",2
"['The', 'latest', 'sets', 'a', 'timetable', 'for', 'disarmament', 'by', 'the', 'end', 'of', 'January', 'and', 'elections', 'by', 'May', '30', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['INA', 'did', 'not', 'say', 'the', 'hijackers', 'were', 'Iraqis', '.']","[3, 0, 0, 0, 0, 0, 0, 7, 0]",4
"['Interfax', 'news', 'agency', 'said', 'police', 'had', 'detained', 'one', 'of', 'the', 'attackers', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Iliescu', ""'s"", 'Party', 'of', 'Social', 'Democracy', ',', 'the', 'senior', 'coalition', 'partner', ',', 'immediately', 'dismissed', 'the', 'National', 'Unity', 'Party', '(', 'PUNR', ')', 'demand', 'as', 'crude', 'electioneering', '.']","[1, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 0, 0, 0, 0, 0, 0]",2
"['Russians', ',', 'Chechens', 'say', 'observing', 'Grozny', 'ceasefire', '.']","[7, 0, 7, 0, 0, 5, 0, 0]",0
"['More', 'hostages', 'freed', 'from', 'hijacked', 'Sudanese', 'plane', '.']","[0, 0, 0, 0, 0, 7, 0, 0]",0
"['Grand', 'Prix', 'athletics', 'meeting', 'on', 'Friday', ':']","[7, 8, 0, 0, 0, 0, 0]",1
"['It', 'cost', 'me', 'a', 'few', 'bucks', 'at', 'the', 'bar', '.', ""'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['""', 'This', 'whole', 'thing', 'is', 'utterly', 'useless', ',', 'it', 'does', ""n't"", 'help', 'us', 'at', 'all', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['CHICAGO', '1996-08-22']","[5, 0]",4
"['Andy', 'Caddick', '1', '1', '0', '4', '4', '4.00']","[1, 2, 0, 0, 0, 0, 0, 0]",1
"['Each', 'side', 'scored', 'three', 'tries', 'and', 'the', 'Springboks', 'outscored', 'the', 'All', 'Blacks', '15-12', 'in', 'the', 'second', 'half', 'but', 'still', 'suffered', 'a', 'fourth', 'successive', 'defeat', 'against', 'their', 'old', 'enemies', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['When', 'brighter', 'weather', 'finally', 'arrived', ',', 'the', 'umpires', 'announced', 'a', 'revised', 'figure', 'of', '67', 'overs', 'to', 'be', 'bowled', 'with', 'play', 'extended', 'to', 'at', 'least', '1900', 'local', 'time', '(', '1800', 'GMT', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",1
"['Standard', 'Liege', '3', 'Molenbeek', '0']","[3, 4, 0, 3, 0]",1
"['Dmitry', 'Kuznets']","[1, 2]",4
"['The', 'firm', 'also', 'revised', 'down', 'its', 'year-end', 'peso', 'forecast', 'to', '7.85-8.15', 'per', 'dollar', 'from', '8.20-8.50', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Sorrento', 'followed', 'by', 'hitting', 'a', '1-2', 'pitch', 'just', 'over', 'the', 'right-field', 'wall', 'for', 'a', '7-0', 'advantage', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Khandwa', 'n.a', 'Yellow', '-', '-']","[5, 0, 0, 0, 0]",4
"['The', 'Netherlands', 'government', 'has', 'ruled', 'out', 'paying', 'ransom', 'money', 'for', 'a', 'Dutch', 'couple', 'kidnapped', 'from', 'their', 'farm', ',', 'while', 'Costa', 'Rican', 'authorities', 'said', 'on', 'Tuesday', 'they', 'had', 'no', 'leads', 'in', 'the', 'case', '.']","[5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Enraged', 'drunks', 'and', 'street', 'people', 'in', 'this', 'town', 'known', 'for', 'its', 'machismo', 'have', 'organised', 'a', 'so-far', 'unsuccessful', 'search', 'for', 'the', 'culprit', 'who', 'finds', 'victims', 'in', 'the', 'dark', 'streets', 'surrounding', 'a', 'local', 'market', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['LECIVA', 'PRAHA', '2470.00', '2470.00', '1360', '3359.200']","[3, 4, 0, 0, 0, 0]",2
"['30,000', '.']","[0, 0]",4
"['AMERICAN', 'LEAGUE']","[7, 8]",1
"['Shadab', 'Kabir', '1', '0', '9', '0', '-']","[1, 2, 0, 0, 0, 0, 0]",4
"['3.', 'Jacques', 'Villeneuve', '(', 'Canada', ')', 'Williams', '1:54.443']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['Rostislav', 'Khotin']","[1, 2]",4
"['M.', 'Atherton', 'c', 'Inzamam-ul-Haq', 'b', 'Mushtaq', 'Ahmed', '43']","[1, 2, 0, 1, 0, 1, 2, 0]",1
"['Brazil', ""gov't"", 'set', 'to', 'send', '1997', 'budget', 'to', 'Congress', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 3, 0]",2
['Unaudited'],[0],4
"['The', 'Braves', 'scored', 'four', 'runs', 'in', 'the', 'ninth', 'for', 'a', '6-5', 'victory', 'on', 'Saturday', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Somerset', '298-6', '(', 'M.', 'Lathwell', '85', ',', 'R.', 'Harden', '65', ')', '.']","[3, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0]",1
"['The', 'hijackers', 'told', 'the', 'crew', 'they', 'had', 'grenades', 'and', 'other', 'explosives', 'and', 'threatened', 'to', 'blow', 'up', 'the', 'plane', 'if', 'they', 'were', 'not', 'taken', 'to', 'London', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]",0
"['""', 'Paul', 'accepted', 'the', 'situation', '.']","[0, 1, 0, 0, 0, 0]",4
"['The', 'broader', 'SBF-120', 'index', 'closed', '1.19', 'points', 'or', '0.08', 'percent', 'lower', 'at', '1,421.90', 'points', '.']","[0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Jomhuri', 'Eslami', 'quoted', 'the', 'West', 'Azerbaijan', 'province', 'security', 'chief', 'as', 'saying', 'those', 'held', 'confessed', 'to', 'gathering', 'confidential', 'information', ',', 'photographing', 'strategic', 'sites', ',', 'doing', 'propaganda', 'against', 'state', 'officials', 'and', '""', 'spreading', 'pan-Turkism', '""', '.']","[3, 4, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0]",4
"['He', 'performed', 'in', 'summer', 'stock', 'and', 'soap', 'operas', 'before', 'being', 'plucked', 'as', 'an', 'almost', 'unknown', 'to', 'play', 'the', 'lead', 'in', '""', 'Superman', '""', 'and', 'three', 'sequels', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1
"['delivered', 'to', 'consumer']","[0, 0, 0]",2
"['*', 'Baxter', 'International', 'Inc', 'has', 'reached', 'an', 'agreement', 'to', 'acquire', 'Austria', ""'s"", 'Immuno', 'International', 'AG', 'in', 'a', 'complex', 'deal', 'valued', 'at', '$', '715', 'miilion', '.']","[0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 5, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['A', 'swell', 'of', 'protest', 'is', 'growing', 'within', 'Venezuela', ""'s"", 'trade', 'unions', 'at', 'the', 'proposed', 'year-end', 'privatization', 'of', 'the', 'state-owned', 'holding', 'company', 'Corporacion', 'Venezolana', 'de', 'Guayana', '(', 'CVG', ')', ',', 'CVG', 'union', 'leaders', 'said', 'Tuesday', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0]",2
"['BUDAPEST', '1996-08-21']","[5, 0]",0
"['Leading', 'results', 'in', 'the']","[0, 0, 0, 0]",3
"['Trade', '(', 'bln', 'pts', ')', 'May', '-', '196.8', '-', '180.6', '-', '279.9', '-', '-']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Fall', 'of', 'wicket', ':', '1-7']","[0, 0, 0, 0, 0]",1
"['4.', 'Torrance', 'Zellner', '(', 'U.S.', ')', '49.06']","[0, 1, 2, 0, 5, 0, 0]",4
"['Havel', 'is', 'due', 'to', 'meet', 'with', 'his', 'Brazilian', 'counterpart', 'Fernando', 'Henrique', 'Cardoso', 'in', 'the', 'capital', 'Brasilia', 'and', 'will', 'visit', 'the', 'cities', 'of', 'Manaus', ',', 'Sao', 'Paulo', 'and', 'Rio', 'de', 'Janeiro', '.']","[1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 2, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 5, 6, 6, 0]",0
"['TORONTO', '1996-08-22']","[5, 0]",0
"['Salim', 'Malik', '3', '5', '2', '195', '100no', '65.00']","[1, 2, 0, 0, 0, 0, 0, 0]",1
"['--', 'Helsinki', 'newsroom', '+358', '-', '0', '-', '680', '50', '248']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['I', 'do', 'the', 'driving', 'and', 'I', 'love', 'it', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Jason', 'Wong', '(', 'Malaysia', ')', 'beat', 'Abdul', 'Samad', 'Ismail', '(', 'Malaysia', ')', '16-18']","[1, 2, 0, 5, 0, 0, 1, 2, 2, 0, 5, 0, 0]",1
"['LONDON', '1996-08-26']","[5, 0]",0
"['The', 'world', ""'s"", 'largest', 'dredger', 'said', 'in', 'March', 'that', 'it', 'was', 'uncertain', 'whether', 'it', 'could', 'hold', '1996', 'full-year', 'profit', 'steady', 'at', 'the', 'previous', 'year', ""'s"", '70.9', 'million', 'guilders', ',', 'but', 'added', 'long-term', 'prospects', 'were', 'good', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['I', 'was', 'just', 'trying', 'to', 'put', 'the', 'ball', 'in', 'play', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Bristol', 'City', '0', 'Blackpool', '1']","[3, 4, 0, 3, 0]",1
['11-1'],[0],1
"['(', 'Parent', ')', 'FORECAST', 'FORECAST', 'YEAR-AGO']","[0, 0, 0, 0, 0, 0]",2
"['Caen', '1', 'Lyon', '1']","[3, 0, 3, 0]",1
"['LAST', 'MOODY', ""'S"", 'PAY', 'DATE', '5', '.']","[0, 3, 4, 0, 0, 0, 0]",4
"['8.', 'Ukyo', 'Katayama', '(', 'Japan', ')', 'Tyrrell', '1:40.227']","[0, 1, 2, 0, 5, 0, 3, 0]",1
"['Summaries', 'of', 'German', 'first', 'division']","[0, 0, 7, 0, 0]",1
"['""', 'There', 'is', 'a', 'question', 'mark', 'over', 'this', 'issue', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['The', 'maximum', 'sentence', 'for', 'heroin', 'trafficking', 'is', 'the', 'death', 'penalty', ',', 'although', 'it', 'is', 'normally', 'commuted', 'to', 'life', 'imprisonment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['AL', 'RAI']","[3, 4]",0
"['The', 'current', 'NATO-led', 'peace', 'force', '(', 'IFOR', ')', 'in', 'Bosnia', 'is', 'due', 'to', 'return', 'home', 'at', 'the', 'end', 'of', 'the', 'year', '.']","[0, 0, 7, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['But', 'the', 'pick', 'of', 'the', '13-times', 'champions', ""'"", 'goals', 'came', 'from', 'Ruggiero', 'Rizzitelli', ',', 'who', 'beat', 'three', 'defenders', 'to', 'put', 'Bayern', '4-1', 'up', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",1
"['Malaysian', 'Open', 'badminton', 'tournament', 'on', 'Sunday', '(', 'prefix', 'numbers']","[7, 8, 0, 0, 0, 0, 0, 0, 0]",1
"['Finns', 'hold', 'two', 'men', 'on', 'child', 'sex-abuse', 'charges', '.']","[7, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['three', 'matches', ')', ':']","[0, 0, 0, 0]",1
"['PPI', '(', 'pct', ')', 'June', '+0.7', 'm', '/', 'm;+21.5yr', '/', 'yr', '(', 'May', '+1.7;+22.0', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['All', 'the', 'key', 'numbers', '-', 'CBI', 'August', 'industrial', 'trends', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",2
"['ATHLETICS', '-', 'MITCHELL', 'UPSTAGES', 'TRIO', 'OF', 'OLYMPIC', 'SPRINT', 'CHAMPIONS', '.']","[0, 0, 1, 0, 0, 0, 7, 0, 0, 0]",1
"['The', 'liquidity', 'at', 'month-end', 'and', 'the', 'next', 'court', 'hearing', 'scheduled', 'for', 'Thursday', ',', '""', 'the', 'dealer', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['--', 'Cleveland', 'Newsdesk', '216-579-0077']","[0, 3, 4, 0]",4
"['Standings', '(', 'tabulated', 'under', 'played', ',', 'won', ',', 'drawn', ',', 'lost', ',', 'goals']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['The', 'swoop', 'followed', 'the', 'resignation', 'of', 'the', 'university', ""'s"", 'Vice-Chancellor', 'Dr.', 'Emajuddin', 'Ahmed', 'on', 'Saturday', 'over', 'the', 'deteriorating', 'law', 'and', 'order', 'situation', 'on', 'the', 'campus', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['La', 'Nacion', 'newspaper', 'said', 'the', 'officers', 'were', 'suspected', 'of', 'demanding', 'bribes', 'of', '$', '50,000', 'to', '$', '500,000', 'from', 'companies', 'being', 'investigated', 'for', 'tax', 'evasion', 'in', 'order', 'to', '""', 'lose', '""', 'their', 'files', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Police', 'used', 'a', 'huge', 'crane', 'to', 'lift', 'a', 'bulldozer', 'over', 'the', 'Old', 'City', ""'s"", 'walls', 'to', 'reach', 'the', 'building', 'amidst', 'narrow', 'alleys', ',', 'witnesses', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"['Fall', 'of', 'wickets', ':', '1-64', '2-85', '3-116', '4-205', '5-248', '6-273', '7-283']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['SAN', 'DIEGO', '70', '59', '.543', '-']","[3, 4, 0, 0, 0, 0]",4
"['Results', 'of', 'Major', 'League']","[0, 0, 7, 8]",1
"['Twente', 'Enschede', '1', '1', '0', '0', '3', '1', '3']","[3, 4, 0, 0, 0, 0, 0, 0, 0]",3
"['Total', '(', 'for', 'six', 'wickets', ')', '278']","[0, 0, 0, 0, 0, 0, 0]",1
"['National', 'League']","[7, 8]",1
"['--', 'Paris', 'Newsroom', '+33', '1', '42', '21', '53', '81']","[0, 3, 4, 0, 0, 0, 0, 0, 0]",4
"['Republic', ')', '6-3', '6-4']","[5, 0, 0, 0]",1
"['The', 'fishing', 'boat', 'sank', 'and', 'its', 'entire', 'crew', 'was', 'missing', 'after', 'a', 'collision', 'with', 'the', '""', 'Tiantan', '""', 'liner', 'off', 'the', 'port', 'of', 'Dalian', 'early', 'on', 'Monday', ',', 'the', 'report', 'said', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['289', 'Scott', 'Hoch', '71', '68', '77', '73']","[0, 1, 2, 0, 0, 0, 0]",1
"['""', 'Observation', 'of', 'food', 'supplies', 'and', 'their', 'distribution', 'are', 'still', 'a', 'major', 'issue', 'and', 'seems', 'the', 'two', 'sides', 'have', 'not', 'yet', 'filled', 'the', 'gap', 'separating', 'them', ',', '""', 'said', 'another', 'diplomat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Joining', 'Chang', 'into', 'the', 'second', 'round', 'was', 'Wimbledon', 'runner-up', 'MaliVai', 'Washington', ',', 'the', '11th', 'seed', ',', 'who', 'also', 'needed', 'four', 'sets', 'to', 'get', 'past', 'talented', 'Moroccan', 'Karim', 'Alami', '6-4', '2-6', '7-6', '(', '7-5', ')', '6-1', '.']","[0, 1, 0, 0, 0, 0, 0, 7, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]",1
"['Davenport', 'had', 'drawn', 'one', 'of', 'the', 'toughest', 'first-round', 'assignments', 'of', 'any', 'of', 'the', 'seeded', 'players', 'in', '17th-ranked', 'Karina', 'Habsudova', 'of', 'Slovakia', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 5, 0]",1
"['Berlex', 'filed', 'a', 'lawsuit', 'against', 'Biogen', 'in', 'U.S.', 'District', 'Court', 'in', 'Newark', ',', 'N.J.', 'in', 'July', ',', 'but', 'Biogen', 'had', 'already', 'filed', 'a', 'suit', 'against', 'Berlex', 'in', 'Massachusetts', 'in', 'May', '.']","[3, 0, 0, 0, 0, 3, 0, 3, 4, 4, 0, 5, 0, 5, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0]",2
"['Republic', ')', '6-4', '6-1']","[5, 0, 0, 0]",1
"['Pachuca', '3', '1', '1', '1', '6', '7', '4']","[3, 0, 0, 0, 0, 0, 0, 0]",1
"['--', 'Sofia', 'Newsroom', ',', '359-2-84561']","[0, 3, 4, 0, 0]",4
"['Hasina', 'told', 'police', 'the', 'home', 'ministry', 'had', 'already', 'given', 'a', '""', 'blanket', 'order', '""', 'to', 'arrest', 'terrorists', 'and', 'possessors', 'of', 'illegal', 'firearms', 'irrespective', 'of', 'their', 'political', 'identities', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2
"['Promodes', 'has', 'in', 'Germany', 'its', 'Promo', 'hypermarket', 'unit', 'with', '36', 'Continent', 'superstores', ',', 'which', 'is', '1995', 'generated', '4.7', 'percent', 'of', 'total', 'Promodes', 'sales', '.']","[3, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",2
"['7.', 'Olga', 'Chernyavskaya', '(', 'Russia', ')', '60.46']","[0, 1, 2, 0, 5, 0, 0]",1
"['Subpoenas', 'are', 'due', 'to', 'be', 'served', 'on', 'a', 'number', 'of', 'people', 'this', 'week', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
"['Final', 'dividend', '(', 'cents', ')', '4.0', 'vs', '4.0']","[0, 0, 0, 0, 0, 0, 0, 0]",2
['VEERAKESARI'],[3],4
"['PRESS', 'DIGEST', '-', 'Bosnia', '-', 'Aug', '22', '.']","[0, 0, 0, 5, 0, 0, 0, 0]",0
"['14.', 'Martin', 'Brundle', '(', 'Britain', ')', '3']","[0, 1, 2, 0, 5, 0, 0]",1
"['Several', 'studies', 'have', 'found', 'garlic', 'pills', 'can', 'lower', 'blood', 'pressure', 'and', 'blood', 'cholesterol', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3
"['Toronto', 'won', 'its', 'fifth', 'straight', 'and', 'handed', 'the', 'White', 'Sox', 'their', 'seventh', 'loss', 'in', 'nine', 'games', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]",1
['Company-------------Price---Broker----------------'],[0],2
